acuracia,loss,frr,fpr
0.03564223268325487, 2.319153426714848
0.07935440484196368, 2.5939050555710192, 0.8796999363778589, 0.5173285261189258
0.24579690652320108, 2.1934721772111176, 0.8766399889715076, 0.4903273832762861
0.24478816408876933, 3.423737073894628, 0.8772412808901443, 0.48567512913141747
0.2222595830531271, 2.678272228775685, 0.8297771306264916, 0.4840376215381855
0.24478816408876933, 4.099929724917036, 0.8772412808901443, 0.49047771304473253
0.30766644250168124, 2.282511288757363, 0.8131704247529372, 0.32571413114881237
0.2222595830531271, 4.562586414464264, 0.8297771306264916, 0.4969231988710227
0.22259583053127102, 6.0409187944988, 0.8301412587996087, 0.48412221224291097
0.24478816408876933, 4.860669814327027, 0.8772412808901443, 0.4899662046003672
0.2336919973100202, 3.3063597821435757, 0.8156297796798408, 0.44479848377340536
0.16745124411566914, 2.5630535330240085, 0.8759336233698537, 0.3375529659605796
0.2824478816408877, 2.7317499311561946, 0.8495592509006384, 0.35659500933755667
0.24478816408876933, 4.512020306321325, 0.8772412808901443, 0.48494061087837376
0.2965702757229321, 2.246715839148049, 0.7847183164794824, 0.2627864009077916
0.23268325487558844, 3.0239186388338344, 0.8266189270607676, 0.43902151141959606
0.2511768661735037, 2.5156159456556244, 0.865990016145946, 0.48825823585693984
0.24478816408876933, 4.566223931487865, 0.8772412808901443, 0.49291187327594066
0.23604572965702758, 2.1126847809084164, 0.7972602642350275, 0.21437645207334582
0.16711499663752521, 2.424733445318898, 0.839108564420003, 0.24254493310330277
0.24041694687289844, 3.3889380711423285, 0.8159244643989627, 0.40308477363662654
0.22293207800941492, 5.104326288713732, 0.8292153328736827, 0.4825073525860362
0.33927370544720914, 2.0484954266437527, 0.7862200009506985, 0.2578149894851257
0.22259583053127102, 4.97170333264968, 0.8294962317500871, 0.4849419127671794
0.28312037659717554, 2.5977255227827114, 0.8400358700928686, 0.39553412296924967
0.26698049764626763, 3.4549091935343164, 0.8509066907040154, 0.4261156405494537
0.34667114996637527, 2.322731092401856, 0.7695605563098334, 0.2638084974778768
0.35406859448554134, 2.317659164304772, 0.7750711530912857, 0.24828813880764766
0.3382649630127774, 2.5907367153823495, 0.7908988675817913, 0.27211103266777614
0.1644250168123739, 3.1850195062204585, 0.8445701258796134, 0.38751725096920253
0.25655682582380634, 2.807413889058861, 0.8084474528436043, 0.3703623598627061
