acuracia,loss,frr,fpr
0.07305577376276512, 2.3080586235883445
0.2128829536527887, 2.654650543881012, 0.8966454457173816, 0.44998646267051956
0.2128829536527887, 3.261883983486577, 0.8966454457173816, 0.4413069754473257
0.30295888976171775, 2.465904822240921, 0.7967786623112324, 0.37568863122484625
0.13223356899711966, 3.2514882023795235, 0.9203186525681227, 0.43541288032178904
0.13223356899711966, 3.1087269420226105, 0.9203186525681227, 0.4302170549976698
0.2128829536527887, 2.790004487779322, 0.8966454457173816, 0.4383043239813652
0.24823252160251374, 3.027800178115797, 0.839220396133286, 0.2910375555120908
0.22597538622676094, 3.7710912800007472, 0.8813210424114717, 0.4333194817296337
0.28253469494632105, 2.7750741725787034, 0.7874035445436167, 0.28182727747028297
0.3267871170463472, 2.9504450571916667, 0.7642559598831392, 0.30049071657025134
0.3953914637339618, 2.0252725098279174, 0.6987831707661563, 0.2338360796466577
0.39800995024875624, 2.0514911061731267, 0.6977788916256558, 0.2372870129764853
0.3985336475517151, 2.0407213626759755, 0.695311404116179, 0.23694072318287485
0.27939251112856767, 2.3990875397411107, 0.7693252550217635, 0.3226037945305672
0.6177009688400105, 1.2670806837635191, 0.4812258191033921, 0.1447781808926229
0.7137994239329667, 1.0402349351736286, 0.3820724899965623, 0.11881961333144637
0.5852317360565593, 1.2705432411900721, 0.5232991513658518, 0.17681716136996828
0.5472636815920398, 1.433344840702122, 0.5725702075005243, 0.18758131112857152
0.5412411626080126, 1.3607700848632471, 0.4885162281269098, 0.16675914106636536
0.46216286986122024, 1.936783325321544, 0.5867589366768361, 0.2192552832720962
0.7276774024613774, 0.9280543535063543, 0.3270065128797704, 0.1045845678911621
0.6700706991358995, 1.0782870696718567, 0.4079716824780947, 0.1256931093663734
0.7344854673998429, 0.9064589984681819, 0.3527345664374891, 0.11041485377736152
0.6962555642838439, 1.0113056127399471, 0.387430561818228, 0.12116766766906635
0.7661691542288557, 0.8097123568598352, 0.32987639000836344, 0.10832794530408314
0.7740246137732391, 0.7942681494860296, 0.30225285059173856, 0.10553084186415285
0.7748101597276774, 0.7988216649545781, 0.29282193846688104, 0.0982694814395565
0.7687876407436501, 0.8042809833859906, 0.2950394391010009, 0.09794011441023233
0.8104215763288819, 0.7099512721323848, 0.25135553332854854, 0.09219258998990527
0.7588373919874313, 0.8353825437635891, 0.30745842495368014, 0.11453007039011298
