acuracia,loss,frr,fpr
0.012744963683705632, 4.607353462819385
0.015348773468548719, 4.606356069586514, 0.9840688972858277, 0.12262330855720723
0.01507468822803892, 4.605369810047126, 0.9834033858985128, 0.1229317978030944
0.01137453748115664, 4.603413579038223, 0.9870335749550405, 0.135390915448789
0.018089625873646705, 4.608300156506411, 0.9841919953624151, 0.1517036072514085
0.008633685076058654, 4.629474804632399, 0.9907608002472708, 0.147656827871994
0.014252432506509524, 4.789827326380816, 0.9853159394906388, 0.1509600991094715
0.013841304645744826, 4.835490864303743, 0.9867902647066502, 0.15471812355455616
0.011785665341921337, 4.814410142348338, 0.9892751999553592, 0.15007942566095875
0.012059750582431136, 4.786390546806809, 0.9890408796471215, 0.15038972438664422
0.01699328491160751, 4.717267830208162, 0.983107107926532, 0.13256688290029328
0.019460052076195698, 4.716351403036035, 0.9821517023227913, 0.14144988234776715
0.01740441277237221, 4.854318742476311, 0.9843439072868746, 0.15522740840013838
0.015211730848293819, 4.750548444709763, 0.9842879578582066, 0.1350580889532006
0.015896943949568317, 4.761840999069256, 0.9845701816968453, 0.13539291071088172
0.0185007537344114, 4.716917384041651, 0.9819945142019235, 0.13685465639614677
0.026860353569960256, 4.649598989843489, 0.9745258472958308, 0.1118137230597564
0.017541455392627105, 4.668073060791248, 0.9826048667038539, 0.1309782582440755
0.021378648759764286, 4.598508966643793, 0.9774007208653361, 0.11009485468949823
0.032753186240920926, 4.622069693565761, 0.9669116000932467, 0.10039870630724028
0.03521995340550911, 4.588556349955471, 0.9672608622852974, 0.11058808187250292
0.021652734000274086, 4.548064965392786, 0.9788892855928828, 0.11033438482176995
0.023297245443332875, 4.7255718307787875, 0.97695361594561, 0.12436310857144728
0.03645333698780321, 4.511751249226312, 0.9645153580084663, 0.09192320497449057
0.03576812388652871, 4.495638472030501, 0.9659196722166874, 0.11528586965438153
0.033301356721940525, 4.572307030762877, 0.9699048661772776, 0.10974100970143674
0.061943264355214474, 4.417758676929639, 0.9403960889455436, 0.08899195396530729
0.04604632040564616, 4.389407710210908, 0.9560695421882781, 0.09638954810101731
0.036727422228313, 4.471166031122436, 0.9652492550567274, 0.10281441992430343
0.0378237631903522, 4.394153245004772, 0.961381474287751, 0.09999328136190805
0.04892421543099904, 4.424394535172127, 0.9514696318127736, 0.09479871609486556
0.0567356447855283, 4.352965817412922, 0.9471866242124937, 0.08366088021883014
0.04549814992462656, 4.402304598774439, 0.956913203409826, 0.11520028208410839
0.0378237631903522, 4.599617917194291, 0.9639399132909527, 0.09978913969090289
0.04330546800054817, 4.357237733650391, 0.9596838057140132, 0.0911467538436272
0.05344662189941072, 4.274821064448346, 0.9494239058545648, 0.08270894548803528
0.04714266136768535, 4.3311062339431405, 0.9532321921135827, 0.09701460289984354
0.05933945457037139, 4.242577683848846, 0.9411467712843519, 0.08335996173929847
0.04823900232972454, 4.270559772132308, 0.9523255194387551, 0.09997126942388715
0.04604632040564616, 4.344420418700764, 0.9576935663316816, 0.08792232117919838
0.04865013019048924, 4.360431736767317, 0.9537564577715443, 0.08827828924494728
0.06619158558311634, 4.261696082264557, 0.934425317016788, 0.08399044123061986
0.05248732355762642, 4.301083339637839, 0.9508925328358819, 0.0860990121441048
0.05824311360833219, 4.3241873420034675, 0.9447041212096656, 0.0886439744158683
0.06249143483623407, 4.235423603759688, 0.9411430944127289, 0.08600976321927148
0.06646567082362614, 4.297913281806808, 0.9372666195314295, 0.08083930004683632
0.06372481841852816, 4.2379694130055725, 0.9402343074476035, 0.08074498667823798
0.055365218582979304, 4.318488094469154, 0.9477873303290799, 0.09405571129737939
0.0371385500890777, 4.519892653030975, 0.9642695187844734, 0.10016118409852454
0.06742496916541044, 4.209187827078271, 0.9353965311658253, 0.08170628541873125
0.06495820200082225, 4.2021721009605635, 0.9390440467460864, 0.08617139249206213
0.06701384130464574, 4.272692791914407, 0.9364803768846851, 0.08759038716507804
