Index,Media_clients,id_client
0,0.00019302701487291203,1_cliente
1,0.00021327799845225078,2_cliente
2,0.00023082123208620597,3_cliente
3,0.0002796362550548968,4_cliente
4,0.0002957527007734821,5_cliente
