,Media_clients,id_client
0,0.00018173206535526096,1_cliente
1,0.00022058983205196938,2_cliente
2,0.00023325276882748546,3_cliente
3,0.00027709158399695516,4_cliente
4,0.00030420312397979997,5_cliente
